herramienta,tipo,hallazgo,severidad,iso27001,cobit2019
Lynis,Suggestion,BOOT-5180|Determine runlevel and services at startup|-|-|,Suggestion,A.8.9,DSS01.03
Lynis,Suggestion,KRNL-5788|Determine why /vmlinuz or /boot/vmlinuz is missing on this Debian/Ubuntu system.|/vmlinuz or /boot/vmlinuz|-|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,"KRNL-5820|If not required, consider explicit disabling of core dump in /etc/security/limits.conf file|-|-|",Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,AUTH-9262|Install a PAM module for password strength testing like pam_cracklib or pam_passwdqc or libpam-passwdqc|-|-|,Suggestion,A.5.17,DSS05.04
Lynis,Suggestion,AUTH-9284|Look at the locked accounts and consider removing them|-|-|,Suggestion,A.5.17,DSS05.04
Lynis,Suggestion,AUTH-9286|Configure minimum password age in /etc/login.defs|-|-|,Suggestion,A.5.17,DSS05.04
Lynis,Suggestion,AUTH-9286|Configure maximum password age in /etc/login.defs|-|-|,Suggestion,A.5.17,DSS05.04
Lynis,Suggestion,"AUTH-9328|Default umask in /etc/login.defs could not be found and defaults usually to 022, which could be more strict like 027|-|-|",Suggestion,A.5.17,DSS05.04
Lynis,Suggestion,"FILE-6310|To decrease the impact of a full /home file system, place /home on a separate partition|-|-|",Suggestion,A.8.9,BAI10.02
Lynis,Suggestion,"FILE-6310|To decrease the impact of a full /tmp file system, place /tmp on a separate partition|-|-|",Suggestion,A.8.9,BAI10.02
Lynis,Suggestion,"FILE-6310|To decrease the impact of a full /var file system, place /var on a separate partition|-|-|",Suggestion,A.8.9,BAI10.02
Lynis,Suggestion,"USB-1000|Disable drivers like USB storage when not used, to prevent unauthorized storage or data theft|-|-|",Suggestion,A.5.17,DSS05.04
Lynis,Suggestion,"STRG-1846|Disable drivers like firewire storage when not used, to prevent unauthorized storage or data theft|-|-|",Suggestion,A.5.17,DSS05.04
Lynis,Suggestion,NAME-4028|Check DNS configuration for the dns domain name|-|-|,Suggestion,A.8.9,BAI10.02
Lynis,Suggestion,PKGS-7370|Install debsums utility for the verification of packages with known good database.|-|-|,Suggestion,A.8.8,DSS05.07
Lynis,Warning,PKGS-7392|Found one or more vulnerable packages.|-|-|,Warning,A.8.8,DSS05.07
Lynis,Suggestion,"PKGS-7392|Update your system with apt-get update, apt-get upgrade, apt-get dist-upgrade and/or unattended-upgrades|-|-|",Suggestion,A.8.8,DSS05.07
Lynis,Suggestion,PKGS-7394|Install package apt-show-versions for patch management purposes|-|-|,Suggestion,A.8.8,DSS05.07
Lynis,Suggestion,PKGS-7420|Consider using a tool to automatically apply upgrades|-|-|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,NETW-3200|Determine if protocol 'dccp' is really needed on this system|-|-|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,NETW-3200|Determine if protocol 'sctp' is really needed on this system|-|-|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,NETW-3200|Determine if protocol 'rds' is really needed on this system|-|-|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,NETW-3200|Determine if protocol 'tipc' is really needed on this system|-|-|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,LOGG-2130|Check if any syslog daemon is running and correctly configured.|-|-|,Suggestion,A.8.15,DSS01.03
Lynis,Warning,"LOGG-2138|klogd is not running, which could lead to missing kernel messages in log files|-|-|",Warning,A.8.15,DSS01.03
Lynis,Suggestion,"BANN-7126|Add a legal banner to /etc/issue, to warn unauthorized users|-|-|",Suggestion,A.5.17,DSS05.04
Lynis,Suggestion,"BANN-7130|Add legal banner to /etc/issue.net, to warn unauthorized users|-|-|",Suggestion,A.5.17,DSS05.04
Lynis,Suggestion,ACCT-9622|Enable process accounting|-|-|,Suggestion,A.8.9,DSS01.03
Lynis,Suggestion,ACCT-9626|Enable sysstat to collect accounting (no results)|-|-|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,ACCT-9628|Enable auditd to collect audit information|-|-|,Suggestion,A.8.15,DSS01.03
Lynis,Suggestion,FINT-4350|Install a file integrity tool to monitor changes to critical and sensitive files|-|-|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,TOOL-5002|Determine if automation tools are present for system management|-|-|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,FILE-7524|Consider restricting file permissions|See screen output or log file|text:Use chmod to change file permissions|,Suggestion,A.8.15,DSS01.03
Lynis,Suggestion,KRNL-6000|One or more sysctl values differ from the scan profile and could be tweaked||Change sysctl value or disable test (skip-test=KRNL-6000:<sysctl-key>)|,Suggestion,Sin clasificar,Sin clasificar
Lynis,Suggestion,"HRDN-7230|Harden the system by installing at least one malware scanner, to perform periodic file system scans|-|Install a tool like rkhunter, chkrootkit, OSSEC, Wazuh|",Suggestion,A.8.2,DSS05.04
Docker Bench,WARN,[WARN] 1.1.1 - Ensure a separate partition for containers has been created (Automated),Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN] 1.1.3 - Ensure auditing is configured for the Docker daemon (Automated),Warning,A.8.15,DSS01.03
Docker Bench,WARN,[WARN] 1.1.4 - Ensure auditing is configured for Docker files and directories -/run/containerd (Automated),Warning,A.8.15,DSS01.03
Docker Bench,WARN,[WARN] 1.1.5 - Ensure auditing is configured for Docker files and directories - /var/lib/docker (Automated),Warning,A.8.15,DSS01.03
Docker Bench,WARN,[WARN] 2.2 - Ensure network traffic is restricted between containers on the default bridge (Scored),Warning,A.8.20,DSS05.02
Docker Bench,WARN,[WARN] 2.9 - Enable user namespace support (Scored),Warning,A.8.20,DSS05.02
Docker Bench,WARN,[WARN] 2.12 - Ensure that authorization for Docker client commands is enabled (Scored),Warning,A.5.17,DSS05.04
Docker Bench,WARN,[WARN] 2.13 - Ensure centralized and remote logging is configured (Scored),Warning,A.8.15,DSS01.03
Docker Bench,WARN,[WARN] 2.14 - Ensure containers are restricted from acquiring new privileges (Scored),Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN] 2.15 - Ensure live restore is enabled (Scored),Warning,A.8.13,DSS04.07
Docker Bench,WARN,[WARN] 2.16 - Ensure Userland Proxy is Disabled (Scored),Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN] 3.15 - Ensure that the Docker socket file ownership is set to root:docker (Automated),Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Wrong ownership for /var/run/docker.sock,Warning,A.8.3,DSS05.04
Docker Bench,WARN,[WARN] 4.1 - Ensure that a user for the container has been created (Automated),Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * Running as root: greenbone-community-edition-nginx-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]      * Running as root: greenbone-community-edition-gsad-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]      * Running as root: greenbone-community-edition-gvmd-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]      * Running as root: greenbone-community-edition-pg-gvm-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]      * Running as root: greenbone-community-edition-ospd-openvas-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]      * Running as root: greenbone-community-edition-openvasd-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]      * Running as root: si084_dvwa,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN] 4.5 - Ensure Content trust for Docker is Enabled (Automated),Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN] 4.6 - Ensure that HEALTHCHECK instructions have been added to container images (Automated),Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [lynis:latest],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [ubuntu:24.04],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [ubuntu:22.04],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [registry.community.greenbone.net/community/openvas-scanner:stable],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [registry.community.greenbone.net/community/nginx:latest],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [registry.community.greenbone.net/community/gpg-data:latest],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [registry.community.greenbone.net/community/gsa:stable-slim],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [registry.community.greenbone.net/community/gsad:stable],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [wordpress:latest],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [postgres:16],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [mariadb:11],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [registry.community.greenbone.net/community/ospd-openvas:stable],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [registry.community.greenbone.net/community/gvm-tools:latest],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [bkimminich/juice-shop:latest],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [registry.community.greenbone.net/community/redis-server:latest],Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]      * No Healthcheck found: [vulnerables/web-dvwa:latest],Warning,A.8.8,DSS05.07
Docker Bench,WARN,"[WARN] 5.2 - Ensure that, if applicable, an AppArmor Profile is enabled (Automated)",Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No AppArmorProfile Found: greenbone-community-edition-nginx-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No AppArmorProfile Found: greenbone-community-edition-gsad-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No AppArmorProfile Found: greenbone-community-edition-gvmd-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No AppArmorProfile Found: greenbone-community-edition-pg-gvm-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No AppArmorProfile Found: greenbone-community-edition-ospd-openvas-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No AppArmorProfile Found: greenbone-community-edition-openvasd-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No AppArmorProfile Found: greenbone-community-edition-redis-server-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No AppArmorProfile Found: si084_juiceshop,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No AppArmorProfile Found: si084_dvwa,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,"[WARN] 5.3 - Ensure that, if applicable, SELinux security options are set (Automated)",Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No SecurityOptions Found: greenbone-community-edition-nginx-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No SecurityOptions Found: greenbone-community-edition-gsad-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No SecurityOptions Found: greenbone-community-edition-gvmd-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No SecurityOptions Found: greenbone-community-edition-pg-gvm-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No SecurityOptions Found: greenbone-community-edition-openvasd-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No SecurityOptions Found: greenbone-community-edition-redis-server-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No SecurityOptions Found: si084_juiceshop,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]      * No SecurityOptions Found: si084_dvwa,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN] 5.4 - Ensure that Linux kernel capabilities are restricted within containers (Automated),Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]      * Capabilities added: CapAdd=[CAP_NET_ADMIN] to greenbone-community-edition-ospd-openvas-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN] 5.8 - Ensure privileged ports are not mapped within containers (Automated),Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]      * Privileged Port in use: 443 in greenbone-community-edition-nginx-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN] 5.9 - Ensure that only needed ports are open on the container (Manual),Warning,A.8.20,DSS05.02
Docker Bench,WARN,[WARN]      * Port in use: 443 in greenbone-community-edition-nginx-1,Warning,A.8.20,DSS05.02
Docker Bench,WARN,[WARN]      * Port in use: 9392 in greenbone-community-edition-nginx-1,Warning,A.8.20,DSS05.02
Docker Bench,WARN,[WARN]      * Port in use: 3000 in si084_juiceshop,Warning,A.8.20,DSS05.02
Docker Bench,WARN,[WARN]      * Port in use: 8081 in si084_dvwa,Warning,A.8.20,DSS05.02
Docker Bench,WARN,[WARN] 5.11 - Ensure that the memory usage for containers is limited (Automated),Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without memory restrictions: greenbone-community-edition-nginx-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without memory restrictions: greenbone-community-edition-gsad-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without memory restrictions: greenbone-community-edition-gvmd-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without memory restrictions: greenbone-community-edition-pg-gvm-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without memory restrictions: greenbone-community-edition-ospd-openvas-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without memory restrictions: greenbone-community-edition-openvasd-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without memory restrictions: greenbone-community-edition-redis-server-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without memory restrictions: si084_juiceshop,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without memory restrictions: si084_dvwa,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN] 5.12 - Ensure that CPU priority is set appropriately on containers (Automated),Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without CPU restrictions: greenbone-community-edition-nginx-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without CPU restrictions: greenbone-community-edition-gsad-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without CPU restrictions: greenbone-community-edition-gvmd-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without CPU restrictions: greenbone-community-edition-pg-gvm-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without CPU restrictions: greenbone-community-edition-ospd-openvas-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without CPU restrictions: greenbone-community-edition-openvasd-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without CPU restrictions: greenbone-community-edition-redis-server-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without CPU restrictions: si084_juiceshop,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Container running without CPU restrictions: si084_dvwa,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN] 5.13 - Ensure that the container's root filesystem is mounted as read only (Automated),Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Container running with root FS mounted R/W: greenbone-community-edition-nginx-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Container running with root FS mounted R/W: greenbone-community-edition-gsad-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Container running with root FS mounted R/W: greenbone-community-edition-gvmd-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Container running with root FS mounted R/W: greenbone-community-edition-pg-gvm-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Container running with root FS mounted R/W: greenbone-community-edition-ospd-openvas-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Container running with root FS mounted R/W: greenbone-community-edition-openvasd-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Container running with root FS mounted R/W: greenbone-community-edition-redis-server-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Container running with root FS mounted R/W: si084_juiceshop,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Container running with root FS mounted R/W: si084_dvwa,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN] 5.22 - Ensure the default seccomp profile is not Disabled (Automated),Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Default seccomp profile disabled: greenbone-community-edition-ospd-openvas-1,Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN] 5.26 - Ensure that the container is restricted from acquiring additional privileges (Automated),Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Privileges not restricted: greenbone-community-edition-nginx-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Privileges not restricted: greenbone-community-edition-gsad-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Privileges not restricted: greenbone-community-edition-gvmd-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Privileges not restricted: greenbone-community-edition-pg-gvm-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Privileges not restricted: greenbone-community-edition-ospd-openvas-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Privileges not restricted: greenbone-community-edition-openvasd-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Privileges not restricted: greenbone-community-edition-redis-server-1,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Privileges not restricted: si084_juiceshop,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN]       * Privileges not restricted: si084_dvwa,Warning,A.8.2,DSS05.04
Docker Bench,WARN,[WARN] 5.27 - Ensure that container health is checked at runtime (Automated),Warning,A.8.9,BAI10.02
Docker Bench,WARN,[WARN]       * Health check not set: greenbone-community-edition-nginx-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * Health check not set: greenbone-community-edition-gsad-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * Health check not set: greenbone-community-edition-ospd-openvas-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * Health check not set: greenbone-community-edition-openvasd-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * Health check not set: greenbone-community-edition-redis-server-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * Health check not set: si084_juiceshop,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * Health check not set: si084_dvwa,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN] 5.29 - Ensure that the PIDs cgroup limit is used (Automated),Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * PIDs limit not set: greenbone-community-edition-nginx-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * PIDs limit not set: greenbone-community-edition-gsad-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * PIDs limit not set: greenbone-community-edition-gvmd-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * PIDs limit not set: greenbone-community-edition-pg-gvm-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * PIDs limit not set: greenbone-community-edition-ospd-openvas-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * PIDs limit not set: greenbone-community-edition-openvasd-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * PIDs limit not set: greenbone-community-edition-redis-server-1,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * PIDs limit not set: si084_juiceshop,Warning,Sin clasificar,Sin clasificar
Docker Bench,WARN,[WARN]       * PIDs limit not set: si084_dvwa,Warning,Sin clasificar,Sin clasificar
Trivy,Vulnerability,CVE-2026-14456 | libssl3t64 | bkimminich/juice-shop:latest (debian 13.6) | openssl: OpenSSL: Denial of Service via unbounded memory growth in QUIC server,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,NSWG-ECO-428 | base64url | Node.js | Out-of-bounds Read,HIGH,Sin clasificar,Sin clasificar
Trivy,Vulnerability,"CVE-2023-46233 | crypto-js | Node.js | crypto-js: PBKDF2 1,000 times weaker than specified in 1993 and 1.3M times weaker than current standard",CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-71851 | crypto-js | Node.js | crypto-js is a JavaScript library of crypto standards. Versions of cry ...,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-53486 | decompress | Node.js | decompress: @xhmikosr/decompress: Decompress: Arbitrary file read/write via crafted archive extraction,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-59725 | engine.io | Node.js | socket.io: engine.io: Socket.IO: Denial of Service via invalid binary POST requests,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2020-15084 | express-jwt | Node.js | Authorization bypass in express-jwt,HIGH,A.5.17,DSS05.04
Trivy,Vulnerability,CVE-2022-25881 | http-cache-semantics | Node.js | http-cache-semantics: Regular Expression Denial of Service (ReDoS) vulnerability,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-84375 | js-yaml | Node.js | js-yaml: js-yaml: Denial of Service vulnerability in YAML parsing,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2015-9235 | jsonwebtoken | Node.js | nodejs-jsonwebtoken: verification step bypass with an altered token,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2022-23539 | jsonwebtoken | Node.js | jsonwebtoken: Unrestricted key type could lead to legacy keys usagen,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,NSWG-ECO-17 | jsonwebtoken | Node.js | Verification Bypass,HIGH,Sin clasificar,Sin clasificar
Trivy,Vulnerability,CVE-2015-9235 | jsonwebtoken | Node.js | nodejs-jsonwebtoken: verification step bypass with an altered token,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2022-23539 | jsonwebtoken | Node.js | jsonwebtoken: Unrestricted key type could lead to legacy keys usagen,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,NSWG-ECO-17 | jsonwebtoken | Node.js | Verification Bypass,HIGH,Sin clasificar,Sin clasificar
Trivy,Vulnerability,CVE-2016-1000223 | jws | Node.js | Forgeable Public/Private Tokens,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-65945 | jws | Node.js | node-jws: auth0/node-jws: Improper signature verification in HS256 algorithm,HIGH,A.5.17,DSS05.04
Trivy,Vulnerability,CVE-2019-10744 | lodash | Node.js | nodejs-lodash: prototype pollution in defaultsDeep function leading to modifying properties,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2018-16487 | lodash | Node.js | lodash: Prototype pollution in utilities function,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2021-23337 | lodash | Node.js | nodejs-lodash: command injection via template,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,GHSA-5mrr-rgp6-x4gr | marsdb | Node.js | Command Injection in marsdb,CRITICAL,Sin clasificar,Sin clasificar
Trivy,Vulnerability,CVE-2026-26996 | minimatch | Node.js | minimatch: minimatch: Denial of Service via specially crafted glob patterns,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-27903 | minimatch | Node.js | minimatch: minimatch: Denial of Service due to unbounded recursive backtracking via crafted glob patterns,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-27904 | minimatch | Node.js | minimatch: Minimatch: Denial of Service via catastrophic backtracking in glob expressions,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2017-18214 | moment | Node.js | nodejs-moment: Regular expression denial of service,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2022-24785 | moment | Node.js | Moment.js: Path traversal  in moment.locale,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-47935 | multer | Node.js | Multer vulnerable to Denial of Service via memory leaks from unclosed streams,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-47944 | multer | Node.js | Multer vulnerable to Denial of Service from maliciously crafted requests,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-48997 | multer | Node.js | multer: Multer vulnerable to Denial of Service via unhandled exception,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-7338 | multer | Node.js | multer: Multer Denial of Service,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-2359 | multer | Node.js | multer: Multer: Denial of Service via dropped file upload connections,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-3304 | multer | Node.js | multer: Multer: Denial of Service via malformed requests,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-3520 | multer | Node.js | multer: Multer: Denial of Service via malformed requests,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-5079 | multer | Node.js | multer: Multer: Denial of Service via deeply nested field names in multipart form data,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-77078 | multer | Node.js | multer vulnerable to Denial of Service via crafted multipart field names,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-82333 | multer | Node.js | multer vulnerable to Denial of Service via oversized array index in field names,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2022-25887 | sanitize-html | Node.js | sanitize-html: insecure global regular expression replacement logic may lead to ReDoS,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-33151 | socket.io-parser | Node.js | socket.io: Socket.IO: Denial of Service due to excessive buffering of specially crafted packets,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-69185 | socket.io-parser | Node.js | socket.io-parser: Socket.IO: Denial of Service via memory exhaustion from crafted packets,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-59873 | tar | Node.js | tar: node-tar: Denial of Service via crafted gzip bomb,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-23745 | tar | Node.js | node-tar: tar: node-tar: Arbitrary file overwrite and symlink poisoning via unsanitized linkpaths in archives,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-23950 | tar | Node.js | node-tar: tar: node-tar: Arbitrary file overwrite via Unicode path collision race condition,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-24842 | tar | Node.js | node-tar: tar: node-tar: Arbitrary file creation via path traversal bypass in hardlink security check,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-26960 | tar | Node.js | node-tar: node-tar: Arbitrary file read/write via malicious archive hardlink creation,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-29786 | tar | Node.js | node-tar: hardlink path traversal via drive-relative linkpath,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-31802 | tar | Node.js | tar: tar: File overwrite via drive-relative symlink traversal,HIGH,A.8.8,DSS05.07
